incident_id,industry,breach_type,records_exposed,loss_amount_cr,ransomware_flag
1863,Retail,Insider Threat,100000,2.02,0
1864,Healthcare,Insider Threat,100000,7.6,0
1865,Manufacturing,DDoS,0,1.01,0
1866,Government,Ransomware,1000,1.25,1
1867,Manufacturing,BEC,1000,4.4,0
1868,BFSI,BEC,10000,4.45,0
1869,Manufacturing,BEC,100000,2.05,0
1870,Healthcare,Insider Threat,0,0.54,0
1871,Healthcare,DDoS,0,2.81,0
1872,IT/ITeS,Data Breach,1000,0.51,0
1873,Government,BEC,10000,10.01,0
1874,IT/ITeS,Data Breach,100000,6.41,0
1875,Government,Ransomware,0,5.51,1
1876,Government,DDoS,10000,19.94,0
1877,Government,BEC,1000,39.13,0
1878,BFSI,Ransomware,10000,37.05,1
1879,Healthcare,Data Breach,0,16.24,0
1880,BFSI,Insider Threat,1000,2.7,0
1881,Retail,BEC,100000,27.41,0
1882,BFSI,Data Breach,10000,0.72,0
1883,Manufacturing,DDoS,0,6.82,0
1884,BFSI,Ransomware,10000,0.65,1
1885,IT/ITeS,DDoS,10000,4.5,0
1886,BFSI,Data Breach,100000,13.76,0
1887,Manufacturing,Ransomware,1000,6.54,1
1888,BFSI,Ransomware,1000,0.61,1
1889,Government,Ransomware,100000,1.3,1
1890,IT/ITeS,Insider Threat,0,4.69,0
1891,Government,Insider Threat,0,10.01,0
1892,Government,Ransomware,0,1.21,1
1893,Healthcare,Ransomware,1000,4.78,1
1894,Government,Ransomware,0,1.17,1
1895,Manufacturing,Insider Threat,0,3.17,0
1896,Healthcare,Ransomware,1000,5.07,1
1897,BFSI,BEC,10000,1.55,0
1898,Retail,Ransomware,10000,0.13,1
1899,BFSI,Data Breach,10000,15.75,0
1900,IT/ITeS,DDoS,0,22.25,0
1901,IT/ITeS,BEC,0,5.71,0
1902,Healthcare,Ransomware,1000,0.25,1
1903,IT/ITeS,DDoS,10000,0.31,0
1904,Government,Ransomware,10000,7.88,1
1905,Healthcare,Ransomware,0,0.33,1
1906,Government,Data Breach,100000,5.2,0
1907,Healthcare,DDoS,10000,1.95,0
1908,BFSI,Ransomware,10000,6.98,1
1909,Healthcare,Data Breach,1000,37.43,0
1910,IT/ITeS,Data Breach,10000,1.5,0
1911,Manufacturing,Data Breach,1000000,2.39,0
1912,BFSI,DDoS,10000,2.72,0
1913,BFSI,DDoS,10000,7.47,0
1914,BFSI,BEC,100000,6.9,0
1915,Healthcare,Ransomware,1000,2.26,1
1916,Healthcare,Ransomware,10000,19.15,1
1917,Healthcare,Data Breach,1000,3.0,0
1918,Healthcare,Ransomware,1000000,2.83,1
1919,Manufacturing,Insider Threat,10000,0.11,0
1920,Manufacturing,Ransomware,1000,0.26,1
1921,Government,BEC,1000,1.45,0
1922,Retail,DDoS,1000,2.98,0
1923,Manufacturing,Data Breach,10000,2.01,0
1924,Healthcare,Insider Threat,10000,8.74,0
1925,IT/ITeS,BEC,10000,12.7,0
1926,Retail,Data Breach,0,12.88,0
1927,Manufacturing,DDoS,0,2.82,0
1928,BFSI,BEC,10000,1.44,0
1929,Retail,BEC,10000,10.31,0
1930,IT/ITeS,DDoS,100000,0.74,0
1931,Healthcare,BEC,1000,0.59,0
1932,Retail,Ransomware,1000,78.19,1
1933,Healthcare,Ransomware,0,1.89,1
1934,BFSI,BEC,1000,3.67,0
1935,Retail,Data Breach,1000,5.94,0
1936,IT/ITeS,DDoS,10000,4.97,0
1937,Healthcare,BEC,0,7.47,0
1938,Government,DDoS,0,4.02,0
1939,IT/ITeS,Ransomware,10000,0.08,1
1940,Government,Ransomware,1000,12.82,1
1941,BFSI,Ransomware,1000,0.94,1
1942,Government,BEC,0,0.39,0
1943,Retail,Ransomware,1000000,2.62,1
1944,Retail,DDoS,10000,0.59,0
1945,Retail,DDoS,10000,38.06,0
1946,Government,Insider Threat,1000,1.49,0
1947,BFSI,Insider Threat,1000,3.74,0
1948,IT/ITeS,Data Breach,100000,1.78,0
1949,Retail,Data Breach,0,1.14,0
1950,IT/ITeS,Ransomware,1000,7.63,1
1951,Healthcare,Insider Threat,10000,2.68,0
1952,BFSI,Data Breach,10000,8.85,0
1953,Manufacturing,Ransomware,100000,1.83,1
1954,Government,Data Breach,0,0.3,0
1955,Government,Data Breach,10000,3.31,0
1956,BFSI,Data Breach,10000,22.86,0
1957,BFSI,Ransomware,0,7.02,1
1958,Manufacturing,Insider Threat,10000,1.28,0
1959,Healthcare,BEC,1000,19.89,0
1960,Manufacturing,Data Breach,100000,5.06,0
1961,Manufacturing,Data Breach,10000,2.05,0
1962,Government,Ransomware,100000,4.28,1
1963,Manufacturing,Ransomware,1000,3.29,1
1964,Healthcare,DDoS,0,4.32,0
1965,Manufacturing,Data Breach,0,19.82,0
1966,IT/ITeS,Data Breach,0,2.93,0
1967,Retail,Data Breach,100000,7.77,0
1968,BFSI,Data Breach,0,1.8,0
1969,IT/ITeS,Data Breach,0,1.43,0
1970,Retail,BEC,0,4.54,0
1971,Healthcare,Data Breach,1000000,10.4,0
1972,IT/ITeS,Ransomware,10000,11.24,1
1973,IT/ITeS,BEC,1000,2.35,0
1974,Government,Insider Threat,100000,4.13,0
1975,Retail,Ransomware,1000,7.18,1
1976,BFSI,Insider Threat,0,37.7,0
1977,BFSI,Data Breach,100000,8.43,0
1978,Retail,Ransomware,1000,0.82,1
1979,Manufacturing,Ransomware,10000,5.08,1
1980,Healthcare,BEC,10000,6.23,0
1981,Government,Insider Threat,1000,1.74,0
1982,Manufacturing,Ransomware,100000,0.84,1
1983,Healthcare,Ransomware,100000,0.73,1
1984,BFSI,Data Breach,10000,8.97,0
1985,BFSI,Data Breach,10000,1.73,0
1986,Retail,DDoS,10000,17.64,0
1987,Manufacturing,Data Breach,100000,1.78,0
1988,Government,Ransomware,1000,0.85,1
1989,Manufacturing,Ransomware,10000,1.54,1
1990,Government,BEC,10000,0.9,0
1991,Government,BEC,1000,14.6,0
1992,IT/ITeS,Ransomware,100000,4.43,1
1993,Retail,Insider Threat,1000,2.93,0
1994,Retail,Ransomware,0,10.93,1
1995,Healthcare,Data Breach,1000,0.21,0
1996,BFSI,Data Breach,1000,0.56,0
1997,Retail,BEC,10000,4.92,0
1998,Retail,Ransomware,0,1.63,1
1999,BFSI,Insider Threat,0,7.46,0
2000,Healthcare,Data Breach,0,27.53,0
