indicator_id,claim_id,indicator_type,indicator_value,score,review_status
3750,17195,Rapid Settlement,1,28.0,Flagged
3751,4338,Amount Rounding,1,65.9,Under Review
3752,17087,Rapid Settlement,0,18.8,Flagged
3753,3455,High Claim Ratio,1,17.2,Flagged
3754,18059,Amount Rounding,1,16.7,Flagged
3755,12684,Rapid Settlement,0,80.1,Under Review
3756,14479,Policy-Claim Gap,1,58.3,Flagged
3757,14926,Repeat Claimant,0,3.8,Under Review
3758,10916,Policy-Claim Gap,1,65.9,Cleared
3759,5181,High Claim Ratio,1,54.2,Cleared
3760,95,Policy-Claim Gap,0,52.2,Flagged
3761,19116,Rapid Settlement,1,84.2,Confirmed
3762,7804,High Claim Ratio,0,26.1,Under Review
3763,638,Amount Rounding,0,84.6,Under Review
3764,3397,Rapid Settlement,0,28.8,Flagged
3765,5017,Repeat Claimant,0,82.5,Flagged
3766,17100,Rapid Settlement,0,60.0,Under Review
3767,4174,Amount Rounding,0,70.7,Cleared
3768,17246,Repeat Claimant,1,53.0,Confirmed
3769,3958,High Claim Ratio,1,50.2,Flagged
3770,9536,Policy-Claim Gap,1,0.9,Under Review
3771,4352,Repeat Claimant,1,39.1,Cleared
3772,17216,High Claim Ratio,1,37.6,Under Review
3773,9397,Rapid Settlement,0,8.5,Under Review
3774,7826,Policy-Claim Gap,1,21.9,Confirmed
3775,5927,Rapid Settlement,1,90.6,Confirmed
3776,9619,Rapid Settlement,1,35.3,Under Review
3777,4214,Rapid Settlement,1,25.8,Flagged
3778,10682,Repeat Claimant,1,27.5,Flagged
3779,3662,Amount Rounding,1,43.8,Cleared
3780,18404,Repeat Claimant,1,5.4,Confirmed
3781,1522,Policy-Claim Gap,0,23.4,Flagged
3782,1765,Rapid Settlement,1,86.4,Flagged
3783,155,Amount Rounding,0,97.5,Cleared
3784,13389,Rapid Settlement,0,33.1,Under Review
3785,3858,High Claim Ratio,1,67.6,Flagged
3786,7003,Rapid Settlement,0,23.5,Confirmed
3787,388,Amount Rounding,1,76.6,Under Review
3788,19961,Rapid Settlement,1,98.3,Cleared
3789,536,Amount Rounding,0,90.4,Confirmed
3790,10339,High Claim Ratio,0,8.4,Under Review
3791,3596,High Claim Ratio,1,55.0,Under Review
3792,13170,Policy-Claim Gap,1,9.0,Under Review
3793,3499,Policy-Claim Gap,0,39.5,Under Review
3794,1495,Rapid Settlement,0,67.4,Confirmed
3795,1824,Policy-Claim Gap,1,45.9,Confirmed
3796,17939,Policy-Claim Gap,1,88.6,Under Review
3797,18099,Repeat Claimant,1,54.2,Confirmed
3798,4053,Policy-Claim Gap,0,16.4,Flagged
3799,9790,Amount Rounding,1,6.5,Confirmed
3800,17562,High Claim Ratio,0,36.4,Flagged
3801,7742,Rapid Settlement,1,68.5,Flagged
3802,19210,Rapid Settlement,0,57.2,Flagged
3803,6767,Rapid Settlement,1,36.2,Under Review
3804,17089,Policy-Claim Gap,1,50.1,Under Review
3805,16088,Repeat Claimant,1,12.5,Flagged
3806,12112,Amount Rounding,1,55.2,Cleared
3807,16119,High Claim Ratio,0,45.5,Flagged
3808,8801,Rapid Settlement,0,33.8,Flagged
3809,11324,Policy-Claim Gap,0,67.0,Flagged
3810,3252,High Claim Ratio,1,28.8,Cleared
3811,7857,Amount Rounding,1,57.3,Confirmed
3812,10952,Amount Rounding,1,54.2,Flagged
3813,14738,Amount Rounding,1,92.5,Cleared
3814,12338,High Claim Ratio,1,71.5,Cleared
3815,4673,Repeat Claimant,1,2.0,Cleared
3816,18940,Amount Rounding,1,53.8,Under Review
3817,19458,High Claim Ratio,0,10.9,Under Review
3818,9007,High Claim Ratio,0,53.9,Under Review
3819,15246,Amount Rounding,0,33.3,Under Review
3820,107,Repeat Claimant,1,39.6,Confirmed
3821,13878,High Claim Ratio,0,78.8,Under Review
3822,17380,Rapid Settlement,1,46.4,Flagged
3823,11553,Policy-Claim Gap,0,48.9,Flagged
3824,6297,Rapid Settlement,1,50.2,Confirmed
3825,11455,Rapid Settlement,1,72.1,Under Review
3826,11150,Amount Rounding,0,85.7,Flagged
3827,9463,Policy-Claim Gap,0,74.9,Flagged
3828,1815,Rapid Settlement,0,34.1,Flagged
3829,1747,Repeat Claimant,0,86.4,Under Review
3830,6393,Amount Rounding,1,44.2,Cleared
3831,19854,High Claim Ratio,1,59.7,Flagged
3832,1275,Repeat Claimant,0,7.7,Confirmed
3833,18379,High Claim Ratio,1,32.3,Confirmed
3834,6434,Rapid Settlement,1,7.9,Under Review
3835,9426,Repeat Claimant,1,82.5,Flagged
3836,6835,Repeat Claimant,1,77.0,Flagged
3837,18018,Policy-Claim Gap,1,6.3,Under Review
3838,18455,High Claim Ratio,0,63.6,Flagged
3839,4705,High Claim Ratio,0,92.0,Confirmed
3840,16468,Policy-Claim Gap,0,87.7,Under Review
3841,14870,Policy-Claim Gap,1,79.8,Flagged
3842,9232,Amount Rounding,1,39.2,Flagged
3843,5198,Rapid Settlement,1,99.2,Confirmed
3844,3302,Policy-Claim Gap,1,16.9,Confirmed
3845,3036,Rapid Settlement,1,3.6,Flagged
3846,16054,Policy-Claim Gap,0,58.1,Under Review
3847,15043,High Claim Ratio,0,52.6,Flagged
3848,9817,Repeat Claimant,1,60.4,Confirmed
3849,8404,Rapid Settlement,1,42.3,Flagged
3850,1574,Repeat Claimant,0,46.2,Under Review
3851,4967,Amount Rounding,1,86.6,Flagged
3852,14726,Amount Rounding,1,26.8,Flagged
3853,12855,High Claim Ratio,1,84.2,Under Review
3854,11812,Rapid Settlement,0,86.4,Under Review
3855,7550,Amount Rounding,1,62.9,Under Review
3856,2226,Repeat Claimant,0,5.2,Under Review
3857,4310,Policy-Claim Gap,1,9.2,Cleared
3858,17614,Rapid Settlement,1,62.4,Under Review
3859,19055,Repeat Claimant,0,73.7,Under Review
3860,4468,Rapid Settlement,1,25.0,Confirmed
3861,9172,Policy-Claim Gap,1,82.4,Flagged
3862,3119,Policy-Claim Gap,1,81.1,Confirmed
3863,14907,High Claim Ratio,0,44.0,Flagged
3864,16692,Amount Rounding,0,34.8,Under Review
3865,23,Repeat Claimant,1,65.7,Confirmed
3866,15528,Repeat Claimant,1,36.7,Confirmed
3867,10710,High Claim Ratio,0,48.9,Flagged
3868,3244,Rapid Settlement,0,33.7,Under Review
3869,1129,High Claim Ratio,1,93.0,Confirmed
3870,8916,Repeat Claimant,0,49.3,Under Review
3871,19535,High Claim Ratio,1,62.5,Under Review
3872,5470,Policy-Claim Gap,0,53.6,Cleared
3873,1675,Amount Rounding,1,67.8,Flagged
3874,15320,High Claim Ratio,0,80.1,Under Review
3875,14260,Rapid Settlement,0,60.1,Flagged
3876,8629,Amount Rounding,0,76.9,Confirmed
3877,18170,Repeat Claimant,0,18.5,Flagged
3878,11601,Rapid Settlement,1,24.4,Flagged
3879,2088,Rapid Settlement,1,11.2,Flagged
3880,9186,Rapid Settlement,1,73.6,Flagged
3881,19714,Amount Rounding,1,51.1,Flagged
3882,6790,Amount Rounding,1,92.9,Flagged
3883,7443,Amount Rounding,1,77.4,Flagged
3884,7404,High Claim Ratio,1,42.0,Cleared
3885,12809,High Claim Ratio,1,69.7,Flagged
3886,6225,Policy-Claim Gap,1,65.3,Flagged
3887,15977,Policy-Claim Gap,1,51.6,Confirmed
3888,9627,Rapid Settlement,0,49.6,Under Review
3889,12755,Repeat Claimant,1,74.8,Flagged
3890,15970,High Claim Ratio,0,95.5,Under Review
3891,10365,Amount Rounding,1,91.3,Flagged
3892,5933,Rapid Settlement,0,17.9,Under Review
3893,4032,High Claim Ratio,0,57.2,Confirmed
3894,15284,Amount Rounding,0,15.1,Flagged
3895,9984,Policy-Claim Gap,1,78.3,Flagged
3896,10558,Repeat Claimant,0,14.5,Under Review
3897,19669,Amount Rounding,1,40.3,Confirmed
3898,3181,Rapid Settlement,1,77.4,Flagged
3899,12272,High Claim Ratio,1,45.1,Under Review
3900,8099,Rapid Settlement,0,25.5,Under Review
3901,814,Repeat Claimant,1,78.3,Confirmed
3902,7568,High Claim Ratio,1,13.6,Flagged
3903,2270,Rapid Settlement,0,8.4,Confirmed
3904,13984,Policy-Claim Gap,1,80.7,Confirmed
3905,15287,High Claim Ratio,0,58.1,Under Review
3906,17525,Policy-Claim Gap,0,36.3,Cleared
3907,18049,Policy-Claim Gap,0,96.8,Under Review
3908,2034,Repeat Claimant,1,2.1,Under Review
3909,19976,Rapid Settlement,1,73.0,Confirmed
3910,16402,High Claim Ratio,0,7.7,Flagged
3911,19831,Repeat Claimant,0,33.0,Confirmed
3912,18620,Rapid Settlement,1,74.5,Under Review
3913,19133,Repeat Claimant,1,44.2,Flagged
3914,18236,Rapid Settlement,1,14.4,Flagged
3915,3440,Rapid Settlement,0,88.0,Under Review
3916,11061,Policy-Claim Gap,1,61.9,Confirmed
3917,4427,Rapid Settlement,1,43.0,Confirmed
3918,2560,Amount Rounding,1,96.5,Confirmed
3919,19261,Amount Rounding,1,47.3,Flagged
3920,7428,Amount Rounding,0,86.3,Flagged
3921,10213,Policy-Claim Gap,0,43.8,Under Review
3922,11491,High Claim Ratio,1,26.6,Flagged
3923,8995,High Claim Ratio,1,13.1,Cleared
3924,8669,Rapid Settlement,1,98.1,Under Review
3925,3446,High Claim Ratio,0,20.8,Under Review
3926,2602,Policy-Claim Gap,1,63.2,Under Review
3927,11647,High Claim Ratio,1,9.7,Flagged
3928,7501,Amount Rounding,0,17.4,Confirmed
3929,13638,High Claim Ratio,1,75.9,Flagged
3930,16679,Rapid Settlement,0,99.2,Confirmed
3931,4709,High Claim Ratio,0,81.4,Confirmed
3932,13511,Policy-Claim Gap,1,93.9,Flagged
3933,5524,Policy-Claim Gap,1,97.9,Under Review
3934,15853,High Claim Ratio,1,78.7,Flagged
3935,19303,Repeat Claimant,1,9.2,Cleared
3936,11801,Amount Rounding,1,71.2,Confirmed
3937,16772,Amount Rounding,1,2.2,Flagged
3938,2540,Rapid Settlement,1,93.1,Flagged
3939,10483,High Claim Ratio,1,69.6,Flagged
3940,12314,Rapid Settlement,0,83.3,Flagged
3941,650,Rapid Settlement,0,99.6,Flagged
3942,6180,Policy-Claim Gap,1,26.8,Cleared
3943,18490,Policy-Claim Gap,0,69.3,Under Review
3944,11434,Repeat Claimant,1,6.1,Flagged
3945,14724,Amount Rounding,0,93.8,Flagged
3946,18522,Repeat Claimant,1,17.6,Flagged
3947,10841,High Claim Ratio,1,56.9,Under Review
3948,11999,Repeat Claimant,1,44.9,Flagged
3949,15341,High Claim Ratio,1,3.1,Cleared
3950,19301,Amount Rounding,1,1.5,Flagged
3951,2563,Policy-Claim Gap,1,33.6,Cleared
3952,3555,Amount Rounding,0,14.0,Under Review
3953,3310,Rapid Settlement,1,90.2,Flagged
3954,12867,Repeat Claimant,1,93.5,Flagged
3955,19413,Repeat Claimant,1,47.0,Flagged
3956,5518,Repeat Claimant,0,68.4,Confirmed
3957,4167,Rapid Settlement,1,27.7,Confirmed
3958,12121,High Claim Ratio,0,86.1,Under Review
3959,7152,Policy-Claim Gap,0,50.9,Confirmed
3960,10471,Repeat Claimant,1,56.3,Under Review
3961,18500,Repeat Claimant,0,30.1,Under Review
3962,1265,Amount Rounding,1,15.4,Cleared
3963,11668,Rapid Settlement,1,98.1,Confirmed
3964,6904,High Claim Ratio,0,79.2,Under Review
3965,19307,Policy-Claim Gap,0,14.2,Cleared
3966,5320,High Claim Ratio,1,92.6,Under Review
3967,4135,Amount Rounding,1,0.8,Under Review
3968,11488,Policy-Claim Gap,1,93.4,Flagged
3969,2410,Amount Rounding,1,82.5,Cleared
3970,4918,High Claim Ratio,1,36.8,Under Review
3971,19015,High Claim Ratio,0,8.3,Flagged
3972,14474,Repeat Claimant,0,81.9,Flagged
3973,7943,Rapid Settlement,1,98.6,Confirmed
3974,16628,Policy-Claim Gap,1,67.0,Under Review
3975,16406,Amount Rounding,0,18.9,Confirmed
3976,485,Rapid Settlement,1,31.1,Cleared
3977,15192,Amount Rounding,1,42.0,Cleared
3978,9753,Rapid Settlement,0,29.5,Confirmed
3979,12537,Rapid Settlement,1,57.6,Flagged
3980,7801,Repeat Claimant,0,83.3,Under Review
3981,14188,Amount Rounding,1,70.6,Under Review
3982,719,Policy-Claim Gap,0,49.7,Confirmed
3983,13029,Policy-Claim Gap,0,84.8,Flagged
3984,13601,High Claim Ratio,1,93.7,Flagged
3985,4082,Rapid Settlement,1,7.1,Confirmed
3986,3406,Amount Rounding,0,15.8,Cleared
3987,5936,Rapid Settlement,0,66.3,Flagged
3988,9160,Policy-Claim Gap,1,83.1,Cleared
3989,14861,High Claim Ratio,0,62.4,Flagged
3990,13717,Rapid Settlement,1,22.0,Confirmed
3991,17751,Amount Rounding,1,53.0,Under Review
3992,17252,Rapid Settlement,1,11.8,Confirmed
3993,7800,Repeat Claimant,1,51.7,Confirmed
3994,13286,Policy-Claim Gap,1,18.8,Flagged
3995,9326,Policy-Claim Gap,0,22.2,Under Review
3996,16014,Rapid Settlement,1,55.5,Cleared
3997,5549,High Claim Ratio,1,60.7,Cleared
3998,5509,Amount Rounding,1,16.8,Under Review
3999,196,Repeat Claimant,1,52.5,Confirmed
4000,17956,Policy-Claim Gap,1,87.4,Flagged
4001,11826,Repeat Claimant,0,20.0,Confirmed
4002,14133,Policy-Claim Gap,0,36.3,Confirmed
4003,10145,Amount Rounding,1,46.2,Cleared
4004,2746,Rapid Settlement,1,17.1,Under Review
4005,6895,High Claim Ratio,1,13.7,Cleared
4006,11179,Policy-Claim Gap,1,87.9,Confirmed
4007,7155,Policy-Claim Gap,1,75.5,Under Review
4008,8815,Amount Rounding,0,7.0,Flagged
4009,3419,Rapid Settlement,1,12.0,Flagged
4010,8181,Repeat Claimant,0,75.2,Confirmed
4011,7408,Policy-Claim Gap,1,62.1,Confirmed
4012,7766,Repeat Claimant,1,49.8,Confirmed
4013,8910,Rapid Settlement,1,58.5,Under Review
4014,16285,Policy-Claim Gap,0,3.5,Flagged
4015,12198,Amount Rounding,1,26.7,Confirmed
4016,17682,High Claim Ratio,1,68.2,Flagged
4017,8381,Amount Rounding,1,37.0,Under Review
4018,16695,High Claim Ratio,1,2.0,Confirmed
4019,17604,Policy-Claim Gap,1,92.7,Flagged
4020,616,Rapid Settlement,0,89.3,Under Review
4021,12305,Amount Rounding,1,82.7,Confirmed
4022,17135,Repeat Claimant,1,11.2,Flagged
4023,3628,High Claim Ratio,0,8.1,Flagged
4024,4160,Amount Rounding,0,48.6,Flagged
4025,864,Policy-Claim Gap,1,4.4,Cleared
4026,5603,Amount Rounding,0,3.5,Confirmed
4027,13091,Rapid Settlement,1,16.8,Under Review
4028,2293,Rapid Settlement,0,68.2,Under Review
4029,10631,Amount Rounding,0,34.9,Confirmed
4030,16232,High Claim Ratio,0,67.8,Under Review
4031,12616,High Claim Ratio,1,36.0,Flagged
4032,8712,Policy-Claim Gap,0,56.0,Flagged
4033,11105,Amount Rounding,1,64.6,Confirmed
4034,4182,Amount Rounding,1,35.0,Confirmed
4035,11780,Policy-Claim Gap,0,20.4,Under Review
4036,14380,High Claim Ratio,1,15.9,Under Review
4037,6185,Repeat Claimant,0,18.9,Confirmed
4038,1527,Amount Rounding,1,68.1,Under Review
4039,14828,Rapid Settlement,1,42.2,Cleared
4040,16119,High Claim Ratio,1,19.3,Under Review
4041,7176,Policy-Claim Gap,1,67.2,Flagged
4042,3545,High Claim Ratio,1,12.0,Confirmed
4043,19559,Amount Rounding,1,57.0,Confirmed
4044,13923,Amount Rounding,1,31.5,Confirmed
4045,3365,Repeat Claimant,1,20.2,Confirmed
4046,12903,Amount Rounding,1,56.6,Cleared
4047,11710,Rapid Settlement,1,79.0,Flagged
4048,5809,Policy-Claim Gap,1,66.3,Confirmed
4049,5733,Policy-Claim Gap,1,81.2,Flagged
4050,8312,Amount Rounding,1,67.8,Confirmed
4051,3298,Repeat Claimant,0,14.8,Flagged
4052,9380,Rapid Settlement,1,3.6,Flagged
4053,8844,Rapid Settlement,1,5.9,Under Review
4054,10283,High Claim Ratio,1,69.9,Flagged
4055,6825,Amount Rounding,1,90.6,Confirmed
4056,2312,Repeat Claimant,1,6.5,Under Review
4057,16314,Repeat Claimant,1,52.5,Confirmed
4058,13121,High Claim Ratio,1,26.0,Flagged
4059,5057,Amount Rounding,0,72.7,Flagged
4060,12762,Policy-Claim Gap,1,6.9,Flagged
4061,11838,Policy-Claim Gap,1,68.5,Under Review
4062,17868,High Claim Ratio,1,91.4,Under Review
4063,3343,Rapid Settlement,1,30.3,Cleared
4064,15880,Rapid Settlement,0,38.4,Confirmed
4065,9582,High Claim Ratio,1,2.5,Flagged
4066,9768,Policy-Claim Gap,1,69.0,Flagged
4067,13842,Rapid Settlement,0,33.2,Confirmed
4068,11260,Amount Rounding,1,77.4,Flagged
4069,18409,Amount Rounding,1,66.3,Flagged
4070,3589,High Claim Ratio,1,63.7,Confirmed
4071,5751,Rapid Settlement,0,9.6,Flagged
4072,465,Rapid Settlement,1,76.2,Flagged
4073,10683,Amount Rounding,1,6.5,Cleared
4074,11208,Amount Rounding,1,14.2,Flagged
4075,6382,High Claim Ratio,1,87.8,Confirmed
4076,15609,Policy-Claim Gap,1,42.4,Under Review
4077,19612,Amount Rounding,0,97.1,Flagged
4078,12965,Amount Rounding,1,24.7,Under Review
4079,13086,Amount Rounding,1,68.6,Cleared
4080,2030,High Claim Ratio,1,49.9,Confirmed
4081,18385,Repeat Claimant,1,1.0,Confirmed
4082,9287,Amount Rounding,1,89.3,Under Review
4083,7459,Policy-Claim Gap,1,17.3,Cleared
4084,6754,Amount Rounding,1,80.8,Confirmed
4085,1199,Repeat Claimant,0,10.6,Flagged
4086,15758,Rapid Settlement,1,66.4,Flagged
4087,4222,Policy-Claim Gap,0,72.7,Flagged
4088,10735,Repeat Claimant,1,33.6,Under Review
4089,19061,Repeat Claimant,1,27.1,Flagged
4090,17595,Rapid Settlement,1,93.7,Under Review
4091,10030,High Claim Ratio,1,21.7,Under Review
4092,4421,High Claim Ratio,0,10.8,Flagged
4093,3624,Policy-Claim Gap,1,6.7,Cleared
4094,156,Rapid Settlement,0,48.1,Flagged
4095,882,Repeat Claimant,1,98.0,Under Review
4096,6131,High Claim Ratio,1,53.6,Cleared
4097,18870,Rapid Settlement,1,68.8,Confirmed
4098,4575,Amount Rounding,1,20.7,Flagged
4099,8054,Policy-Claim Gap,0,10.2,Confirmed
4100,8981,Repeat Claimant,1,42.5,Confirmed
4101,19606,High Claim Ratio,1,50.0,Flagged
4102,17994,Rapid Settlement,0,17.8,Confirmed
4103,14980,High Claim Ratio,0,92.3,Under Review
4104,10083,High Claim Ratio,1,56.3,Confirmed
4105,14620,Rapid Settlement,1,72.0,Cleared
4106,1234,High Claim Ratio,0,67.8,Flagged
4107,6053,Amount Rounding,0,9.2,Flagged
4108,12929,Repeat Claimant,1,25.3,Under Review
4109,11659,Policy-Claim Gap,1,60.3,Confirmed
4110,3886,Repeat Claimant,0,15.9,Confirmed
4111,1226,Repeat Claimant,1,45.0,Flagged
4112,13494,Repeat Claimant,0,63.9,Flagged
4113,14696,Repeat Claimant,0,11.7,Under Review
4114,19783,Rapid Settlement,0,10.3,Confirmed
4115,19653,Rapid Settlement,1,66.3,Cleared
4116,12109,Rapid Settlement,1,76.9,Confirmed
4117,13573,Amount Rounding,1,74.6,Confirmed
4118,16659,Policy-Claim Gap,1,9.4,Under Review
4119,15144,Rapid Settlement,1,47.1,Under Review
4120,4100,Repeat Claimant,0,44.5,Flagged
4121,1620,Amount Rounding,0,13.4,Flagged
4122,15796,Amount Rounding,1,64.8,Under Review
4123,17853,Rapid Settlement,1,32.7,Under Review
4124,16916,High Claim Ratio,0,45.1,Flagged
4125,15873,Amount Rounding,1,49.2,Under Review
4126,1112,Repeat Claimant,0,51.6,Flagged
4127,10176,Repeat Claimant,0,32.6,Flagged
4128,7869,Amount Rounding,0,59.7,Under Review
4129,19875,Rapid Settlement,1,28.2,Under Review
4130,9482,High Claim Ratio,0,91.8,Under Review
4131,8171,Rapid Settlement,1,48.3,Confirmed
4132,6174,Policy-Claim Gap,0,11.7,Confirmed
4133,13376,Policy-Claim Gap,1,48.9,Flagged
4134,14090,High Claim Ratio,1,74.6,Under Review
4135,7779,Repeat Claimant,1,34.1,Cleared
4136,16337,High Claim Ratio,1,5.0,Under Review
4137,10481,High Claim Ratio,1,12.0,Under Review
4138,1742,High Claim Ratio,1,22.6,Flagged
4139,4685,Policy-Claim Gap,1,56.1,Under Review
4140,4609,High Claim Ratio,1,60.4,Flagged
4141,1933,Policy-Claim Gap,1,75.1,Confirmed
4142,10279,Policy-Claim Gap,0,62.9,Flagged
4143,6464,Rapid Settlement,1,0.3,Confirmed
4144,14512,Repeat Claimant,1,50.0,Flagged
4145,15304,High Claim Ratio,1,99.4,Flagged
4146,16010,Repeat Claimant,0,63.6,Flagged
4147,582,Repeat Claimant,1,41.7,Cleared
4148,16908,Repeat Claimant,1,13.7,Confirmed
4149,11006,Repeat Claimant,1,33.4,Flagged
4150,9087,Repeat Claimant,0,63.2,Under Review
4151,9487,Policy-Claim Gap,0,48.3,Under Review
4152,15708,Policy-Claim Gap,1,87.8,Cleared
4153,14072,Policy-Claim Gap,0,4.5,Under Review
4154,19333,Repeat Claimant,0,39.0,Confirmed
4155,6710,High Claim Ratio,0,35.4,Under Review
4156,3796,Repeat Claimant,1,24.6,Under Review
4157,6828,High Claim Ratio,1,53.3,Flagged
4158,3963,Rapid Settlement,1,44.6,Confirmed
4159,13869,Repeat Claimant,0,85.7,Cleared
4160,19447,High Claim Ratio,1,56.0,Flagged
4161,9866,Repeat Claimant,1,64.1,Flagged
4162,3121,High Claim Ratio,1,54.9,Flagged
4163,7235,Rapid Settlement,1,23.0,Cleared
4164,6903,High Claim Ratio,0,59.9,Confirmed
4165,16982,Policy-Claim Gap,1,99.5,Flagged
4166,2861,Policy-Claim Gap,1,63.8,Flagged
4167,134,Policy-Claim Gap,0,66.7,Under Review
4168,6084,Amount Rounding,0,81.9,Flagged
4169,622,Repeat Claimant,1,1.0,Under Review
4170,3387,Repeat Claimant,1,40.2,Under Review
4171,6352,Policy-Claim Gap,1,69.3,Under Review
4172,2386,High Claim Ratio,0,14.8,Under Review
4173,9389,Rapid Settlement,0,95.6,Flagged
4174,9772,Repeat Claimant,1,71.9,Confirmed
4175,11484,Repeat Claimant,0,90.1,Flagged
4176,3053,High Claim Ratio,0,82.2,Flagged
4177,4364,Repeat Claimant,0,98.9,Flagged
4178,10080,Amount Rounding,1,53.7,Under Review
4179,19023,Amount Rounding,1,84.2,Under Review
4180,17837,Policy-Claim Gap,1,19.2,Flagged
4181,9512,Repeat Claimant,0,1.2,Flagged
4182,8290,Rapid Settlement,0,13.5,Confirmed
4183,14661,Rapid Settlement,1,61.2,Cleared
4184,14121,Policy-Claim Gap,0,94.4,Under Review
4185,2368,Policy-Claim Gap,1,35.4,Under Review
4186,8012,Repeat Claimant,1,92.0,Under Review
4187,7697,Repeat Claimant,1,33.9,Flagged
4188,14642,Amount Rounding,1,44.2,Confirmed
4189,3219,Repeat Claimant,1,65.8,Confirmed
4190,8252,High Claim Ratio,1,54.5,Cleared
4191,18040,Repeat Claimant,0,6.9,Flagged
4192,18345,Policy-Claim Gap,1,24.1,Confirmed
4193,15277,Policy-Claim Gap,0,16.5,Flagged
4194,17309,Amount Rounding,0,24.2,Confirmed
4195,18313,Policy-Claim Gap,0,65.9,Flagged
4196,10403,Amount Rounding,0,17.3,Flagged
4197,18724,Amount Rounding,1,22.3,Flagged
4198,5028,Policy-Claim Gap,1,15.3,Under Review
4199,16700,Rapid Settlement,1,88.9,Cleared
4200,18483,Rapid Settlement,1,31.3,Cleared
4201,12937,Rapid Settlement,0,55.0,Confirmed
4202,2726,High Claim Ratio,0,43.1,Confirmed
4203,14166,Rapid Settlement,1,67.0,Confirmed
4204,15275,High Claim Ratio,0,72.4,Under Review
4205,13817,Rapid Settlement,1,7.4,Under Review
4206,6775,Repeat Claimant,1,62.4,Flagged
4207,18090,Repeat Claimant,0,63.9,Confirmed
4208,2100,Amount Rounding,1,47.5,Confirmed
4209,16426,Rapid Settlement,1,91.3,Flagged
4210,9682,High Claim Ratio,1,70.0,Flagged
4211,4961,Policy-Claim Gap,0,31.8,Flagged
4212,16782,Repeat Claimant,0,54.3,Under Review
4213,1100,High Claim Ratio,1,11.1,Under Review
4214,16631,Rapid Settlement,1,4.6,Under Review
4215,4269,Amount Rounding,1,17.6,Flagged
4216,14494,Policy-Claim Gap,0,24.2,Flagged
4217,778,Amount Rounding,0,46.6,Flagged
4218,6456,Rapid Settlement,1,60.0,Flagged
4219,19078,High Claim Ratio,1,47.4,Cleared
4220,9914,Policy-Claim Gap,0,32.9,Flagged
4221,3658,Amount Rounding,0,47.1,Confirmed
4222,7332,Repeat Claimant,0,24.4,Under Review
4223,19339,High Claim Ratio,1,10.9,Under Review
4224,3622,Amount Rounding,1,83.8,Flagged
4225,8938,Rapid Settlement,1,39.8,Confirmed
4226,11624,High Claim Ratio,1,50.2,Under Review
4227,19870,Amount Rounding,1,45.6,Flagged
4228,18331,Policy-Claim Gap,0,73.2,Confirmed
4229,15066,Amount Rounding,1,55.2,Flagged
4230,4288,High Claim Ratio,0,81.2,Under Review
4231,8110,Rapid Settlement,1,82.1,Under Review
4232,12509,Amount Rounding,1,93.0,Under Review
4233,15137,Rapid Settlement,0,78.2,Under Review
4234,4883,Amount Rounding,0,1.2,Flagged
4235,14655,Repeat Claimant,1,66.6,Confirmed
4236,15968,Rapid Settlement,1,35.0,Flagged
4237,2112,Rapid Settlement,0,99.5,Confirmed
4238,11053,Policy-Claim Gap,0,2.6,Under Review
4239,7042,Amount Rounding,1,57.1,Under Review
4240,9938,Rapid Settlement,1,36.4,Under Review
4241,19955,High Claim Ratio,0,68.3,Flagged
4242,7285,High Claim Ratio,1,23.8,Under Review
4243,17593,Rapid Settlement,1,41.4,Flagged
4244,13216,Rapid Settlement,0,87.5,Under Review
4245,15064,Rapid Settlement,0,89.3,Confirmed
4246,2147,Amount Rounding,1,17.7,Under Review
4247,2518,Repeat Claimant,0,44.4,Cleared
4248,9898,Policy-Claim Gap,1,3.1,Flagged
4249,1901,Rapid Settlement,1,81.6,Confirmed
4250,2325,Amount Rounding,0,34.1,Under Review
4251,1650,High Claim Ratio,1,97.6,Flagged
4252,11073,Repeat Claimant,1,60.4,Flagged
4253,16311,Amount Rounding,0,74.7,Flagged
4254,4623,Amount Rounding,1,42.6,Flagged
4255,10779,Policy-Claim Gap,1,65.4,Confirmed
4256,5525,High Claim Ratio,1,5.3,Flagged
4257,6767,Policy-Claim Gap,1,35.1,Flagged
4258,15013,Policy-Claim Gap,0,87.0,Confirmed
4259,10399,Amount Rounding,1,88.7,Under Review
4260,5465,Rapid Settlement,1,71.3,Flagged
4261,75,Repeat Claimant,0,84.2,Cleared
4262,10965,Repeat Claimant,0,82.1,Flagged
4263,15322,Amount Rounding,1,66.4,Flagged
4264,5186,Amount Rounding,1,76.8,Confirmed
4265,1451,Rapid Settlement,1,3.4,Cleared
4266,14332,Rapid Settlement,1,65.3,Cleared
4267,6765,Amount Rounding,1,63.3,Flagged
4268,8321,High Claim Ratio,1,74.2,Confirmed
4269,7176,Amount Rounding,1,45.8,Confirmed
4270,16682,Policy-Claim Gap,1,78.2,Flagged
4271,2691,Policy-Claim Gap,0,33.3,Flagged
4272,7153,Amount Rounding,1,68.3,Confirmed
4273,942,Rapid Settlement,0,85.3,Flagged
4274,8372,High Claim Ratio,0,68.5,Flagged
4275,4661,Policy-Claim Gap,0,66.9,Under Review
4276,12624,Rapid Settlement,1,49.6,Under Review
4277,6062,Amount Rounding,0,59.0,Under Review
4278,12328,Rapid Settlement,0,83.6,Under Review
